100000 10101101100100000011110110001010 00011111011000000000101100101101 11001100111100000100100010110111
100000 00001110000000001100010110110101 01100000001110111010111000001000 01101110001111000111001110111101
100000 11001101111100101110000111010101 10010101001100101011010100100010 01100011001001011001011011110111
100000 00010100011010011011010000011010 10000001111000110000001010000100 10010110010011001011011010011110
100010 01101010011001111100001011001101 00010101000101011010010001111011 01010101010100100001111001010010
100010 10100000001101000110000101011011 00111000101101101111010011001001 01100111011111010110110010010010
100010 01011000001001001100101110011100 01011101110100000010000010011000 11111010010101001010101100000100
100010 10000010011111001011101110010100 01010100011011011011100110100000 00101110000011110000000111110100
100100 01111100111001011110101110101011 11110000000001110111000000111000 01110000000001010110000000101000
100100 11011100101101101001111100010011 01110011001111010001101000100011 01010000001101000001101000000011
100100 11110000101100111010100000000111 11001010101010010100110101101001 11000000101000010000100000000001
100100 00010010110010010101100110101001 10100011000011011110010001000110 00000010000010010100000000000000
100101 01000010101111100010100101000101 11111101011000100101101011100100 11111111111111100111101111100101
100101 00000100111010100001100000110100 11011101001101001100111100000001 11011101111111101101111100110101
100101 11000111000011100111101011110011 00001010111010001110111010011010 11001111111011101111111011111011
100101 10010010010001101010000010011110 00011000001110011001011001101100 10011010011111111011011011111110
101010 11100110111110000110010011010011 11010010000111001110110010010010 00000000000000000000000000000000
101010 01101101110100010100101101110110 01110110100111001111011000100010 00000000000000000000000000000001
101010 11100100001101101000011100111100 10110001101110000111100111101111 00000000000000000000000000000000
101010 01101011011110110010101010010101 01010011000011010101011000111010 00000000000000000000000000000000
110000 00000000000000000000000011011101 00000000000000000000000001000111 00000000000000000011110101001011
110000 00000000000000000000000010001111 00000000000000000000000000110110 00000000000000000001111000101010
110000 00000000000000000000000001010011 00000000000000000000000000100110 00000000000000000000110001010010
110000 00000000000000000000000001101000 00000000000000000000000010100010 00000000000000000100000111010000
